Taxa;Size.1;Size.2;Size.3;Size.4;Size.5;Size.6;Size.7;Lcy.1;Lcy.2;Pcy.1;Pcy.2;Pcy.3;Aq.egg;Aq.lar;Aq.nym;Aq.adu;Rep.ovo;Rep.egf;Rep.egc;Rep.clcf;Rep.clfr;Rep.clve;Rep.cltr;Rep.asx;Di.aqpa;Di.aqac;Di.aepa;Di.aeac;Resp.te;Resp.gi;Resp.pl;Resp.sp;Resp.hy;Loc.fl;Loc.ssw;Loc.wsw;Loc.cr;Loc.bu;Loc.in;Loc.te;Loc.pe;Fo.mi;Fo.de;Fo.dpl;Fo.lmi;Fo.lma;Fo.dan;Fo.lmii;Fo.lmai;Fo.ve;Ffg.ab;Ffg.de;Ffg.sh;Ffg.sc;Ffg.ff;Ffg.pi;Ffg.pr;Ffg.pa;Sub.co;Sub.gr;Sub.sa;Sub.si;Sub.ma;Sub.mi;Sub.tw;Sub.li;Sub.mu;Trs.oli;Trs.mes;Trs.eut;Tem.ps;Tem.th;Tem.eu;Sab.xe;Sab.ol;Sab.bme;Sab.ame;Sab.po;pH.1;pH.2;pH.3;pH.4;pH.5;pH.6
Limnebius truncatellus;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,6;0;0;0,4;0;0;0;0;0;0;1;0;0,333333333;0,166666667;0;0,5;0;0;0,4;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,222222222;0,222222222;0,111111111;0;0,222222222;0,222222222;0;0;0;0,2;0,6;0,2;0;0;1;0;0,75;0,25;0;0;0;0;0;0,166666667;0,333333333;0,5
Stenelmis;0;1;0;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,4;0,2;0;0,4;0,142857143;0,428571429;0,428571429;0;0;0,166666667;0;0;0,666666667;0;0,166666667;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0;0,111111111;0;0,222222222;0;0;0,4;0,6;0;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,2;0,2;0,6
Dryops;0;1;0;0;0;0;0;0,25;0,75;0;1;0;0,25;0,5;0;0,25;0;0;0;0;0;0,25;0,75;0;0;0,25;0;0,75;0,333333333;0;0,333333333;0,333333333;0;0,25;0;0;0,375;0,375;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0,083333333;0,083333333;0;0;0,083333333;0,083333333;0,25;0,25;0,166666667;0;0,4;0,6;0;0;1;0;0;1;0;0;0;0;0,125;0,25;0,25;0,375
Isogenus nubecula;0;0;0;0,75;0,25;0;0;0;1;1;0;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0;0,25;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,166666667;0;0;0,166666667;0;0;0,666666667;0;0;0;0,333333333;0;0;0;0,666666667;0;0,272727273;0,181818182;0,181818182;0;0,181818182;0;0,090909091;0;0,090909091;0,5;0,5;0;0;0;1;0,25;0,75;0;0;0;0;0;0;0,142857143;0,428571429;0,428571429
Ephydridae;0;0,142857143;0,428571429;0,428571429;0;0;0;1;0;0;0,75;0,25;0,25;0,5;0,25;0;0;0;0,166666667;0,166666667;0;0,333333333;0,333333333;0;0;0;0;1;0;0;0;1;0;0;0;0;0,4;0,6;0;0;0;0;0,153846154;0,076923077;0,384615385;0,153846154;0,076923077;0;0,153846154;0;0;0,1;0,1;0,3;0,3;0,1;0;0,1;0,230769231;0,076923077;0,076923077;0;0,307692308;0;0,076923077;0,076923077;0,153846154;0,25;0,5;0,25;0,2;0,2;0,6;0;0;0,6;0,4;0;0,125;0,125;0,125;0,125;0,125;0,375
Siphlonuridae;0;0;0;1;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0,2;0,6;0;0;0,2;0;0;0,142857143;0,285714286;0,142857143;0,428571429;0,333333333;0,666666667;0;0;0;0;0;0,75;0,25;0;0;0;0;0,076923077;0,230769231;0,076923077;0,076923077;0,230769231;0,153846154;0;0,153846154;0;0;0,285714286;0,142857143;0,428571429;0;0;0,142857143;0;0;0;0,142857143;0,142857143;0,571428571;0;0;0;0,142857143;0;0,5;0,5;0;0;1;0;0,428571429;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Gerridae;0;0;0,25;0,75;0;0;0;0,4;0,6;0;0,4;0,6;0,2;0,4;0;0,4;0;0;0,166666667;0,333333333;0;0;0,5;0;0,166666667;0,333333333;0;0,5;0;0;0;1;0;0,428571429;0,571428571;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0;1;0;0;0;0;0,285714286;0,285714286;0,428571429;0;0;1;0;0,2;0,4;0,4;0;0;0,083333333;0,166666667;0,25;0,25;0,25
Cystobranchus;0;0;0;0;0,4;0,6;0;1;0;0;1;0;0,375;0,375;0;0,25;0;0;0,6;0,4;0;0;0;0;0,6;0,4;0;0;1;0;0;0;0;0;0;0;0,6;0;0;0,4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,5;0;0,5;0,3;0,1;0;0;0,5;0;0;0,1;0;0;0,75;0,25;0;0;1;0;0;0,75;0,25;0;0;0;0;0,2;0,2;0,6
Oreodytes sanmarkii;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0,142857143;0;0,6;0,4;0;0,25;0;0,75;0;0,4;0,6;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0,428571429
Atherix ibis;0;0;0;0;1;0;0;0,75;0,25;0,25;0,75;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0,5;0;0,5;0;1;0;0;0;0;0;0;0,714285714;0;0,285714286;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0,307692308;0,153846154;0;0;0,307692308;0;0,076923077;0,076923077;0,076923077;0,6;0,4;0;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0;0;0;0;0,25;0,75
Limnephilus lunatus;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Ameletus inopinatus;0;0;0;1;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0,25;0,75;0;0;0;0;0;0,125;0,375;0,125;0,375;0,333333333;0,666666667;0;0;0;0;0;0,833333333;0,166666667;0;0;0;0;0,125;0,25;0,375;0,25;0;0;0;0;0;0;0,333333333;0,166666667;0,5;0;0;0;0;0,272727273;0,090909091;0,090909091;0,090909091;0;0;0,181818182;0,090909091;0,181818182;1;0;0;0;0;1;0,5;0,5;0;0;0;0;0,111111111;0,111111111;0,111111111;0,333333333;0,333333333
Anacaena globulus;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,2;0;0,2;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,428571429;0;0;0,428571429;0,142857143;0;0;0;0,75;0;0;0;0,25;0;0;0;0;0;0,25;0,25;0;0,25;0,25;0,285714286;0,285714286;0,428571429;0;0;1;0;0;0,333333333;0,666666667;0;0,083333333;0,083333333;0,166666667;0,166666667;0,25;0,25
Anacaena lutescens;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,2;0;0,2;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,428571429;0;0;0,428571429;0,142857143;0;0;0;0,75;0;0;0;0,25;0;0;0;0;0;0,25;0,25;0;0,25;0,25;0,285714286;0,285714286;0,428571429;0;0;1;0;0;0,333333333;0,666666667;0;0,083333333;0,083333333;0,166666667;0,166666667;0,25;0,25
Ceraclea perplexa;0;0;0,4;0,6;0;0;0;0,75;0,25;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0,4;0,1;0,1;0,2;0;0;0,2;0;0;0,142857143;0,428571429;0,142857143;0;0;0,142857143;0,142857143;0,266666667;0,133333333;0,133333333;0,066666667;0,066666667;0;0,2;0,066666667;0,066666667;0,25;0,25;0,5;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,142857143;0,428571429;0,428571429
Chaoborus pallidus;0;0;0;1;0;0;0;1;0;0;0,75;0,25;0,25;0,375;0,375;0;0;0,25;0;0;0,75;0;0;0;0,333333333;0,666666667;0;0;0,75;0;0;0;0,25;0;0,142857143;0,714285714;0,142857143;0;0;0;0;0;0;0;0;0;0;0,571428571;0,428571429;0;0;0;0;0;0;0;1;0;0;0,125;0,125;0,125;0,125;0;0;0;0,5;0,142857143;0,428571429;0,428571429;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Dugesia polychroa;0;0;0,166666667;0,333333333;0,5;0;0;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;0;0;0;0,5;0;0;0;0,5;0;1;0;0;1;0;0;0;0;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,444444444;0;0;0;0,222222222;0;0;0,222222222;0,111111111;0,2;0,4;0,4;0,2;0,4;0,4;0,142857143;0,285714286;0,428571429;0,142857143;0;0,071428571;0,142857143;0,142857143;0,214285714;0,214285714;0,214285714
Gyrinus aeratus;0;0,4;0,6;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,4;0;0,6;0,142857143;0,428571429;0;0,428571429;0;0,1;0,3;0,3;0,3;0;0;0;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,666666667;0;0;0,166666667;0,166666667;0;0,5;0,5;0;0;1;0;0,2;0,6;0,2;0;0,090909091;0,090909091;0,181818182;0,181818182;0,181818182;0,272727273
Hygrotus confluens;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0,2;0,4;0,4;0;0,1;0,1;0,1;0,1;0,3;0,3
Hygrotus versicolor;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0,2;0,4;0,4;0;0,1;0,1;0,1;0,1;0,3;0,3
Libellula depressa;0;0;0;0;1;0;0;0,25;0,75;0,75;0,25;0;0,5;0,5;0;0;0;0,4;0,6;0;0;0;0;0;0;0,25;0;0,75;0,25;0,75;0;0;0;0;0;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0,166666667;0,25;0,166666667;0;0;0,25;0,166666667;0,333333333;0,333333333;0,333333333;0;0;1;0;0;0,6;0,4;0;0,2;0,2;0,2;0,133333333;0,133333333;0,133333333
Limnephilus auricula;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus borealis;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus centralis;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus politus;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus stigma;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus subcentralis;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Noterus crassicornis;0;1;0;0;0;0;0;0;1;0;1;0;0,272727273;0,272727273;0,272727273;0,181818182;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0;0;0,5;0;0,142857143;0;0,428571429;0;0,428571429;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0;0,2;0,6;0,2;0,111111111;0,111111111;0,111111111;0,111111111;0,222222222;0,333333333
Sigara longipalis;0;0,25;0,75;0;0;0;0;0,6;0,4;0;0,5;0,5;0,375;0,375;0;0,25;0;0;0,166666667;0,5;0;0,333333333;0;0;0,166666667;0,333333333;0,166666667;0,333333333;0,166666667;0;0,333333333;0,5;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0,3;0,3;0,1;0,1;0,2;0;0;0;0;0,428571429;0,285714286;0;0,285714286;0;0;0;0,1;0,2;0,1;0,3;0;0;0,3;0;0,375;0,375;0,25;0;0;1;0;0,375;0,375;0,25;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Unio pictorum;0;0;0;0;0;0;1;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,5;0,166666667;0,333333333;0;0,25;0,75;0;0;0;0;0;0;0;0,75;0;0,25;0;0;0;0,214285714;0,214285714;0,142857143;0;0,214285714;0;0,214285714;0;0;0;0;0,333333333;0,333333333;0;0,333333333;0,125;0,125;0,3125;0,25;0;0;0;0;0,1875;0,285714286;0,428571429;0,285714286;0;0,25;0,75;0;0,333333333;0,5;0,166666667;0;0;0;0;0;0;1
Viviparus contectus;0;0;0;0;1;0;0;0,25;0,75;0,25;0,75;0;0,5;0;0;0,5;1;0;0;0;0;0;0;0;0,666666667;0,333333333;0;0;0,25;0,75;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,3;0,2;0,1;0,1;0,1;0,2;0;0;0;0;0,2;0,4;0,4;0;0;0;0,333333333;0,25;0;0;0,166666667;0;0;0;0,25;0,333333333;0,5;0,166666667;0;0;1;0;0;0,75;0,25;0;0;0;0;0;0;1
Graptodytes;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,2;0,2;0;0,6;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0,25;0,5;0,25;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Oreodytes;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0,142857143;0;0,6;0,4;0;0,25;0;0,75;0;0,4;0,6;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0,428571429
Anacaena;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,2;0;0,2;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,428571429;0;0;0,428571429;0,142857143;0;0;0;0,75;0;0;0;0,25;0;0;0;0;0;0,25;0,25;0;0,25;0,25;0,285714286;0,285714286;0,428571429;0;0;1;0;0;0,333333333;0,666666667;0;0,083333333;0,083333333;0,166666667;0,166666667;0,25;0,25
Atherix;0;0;0;0;1;0;0;0,75;0,25;0,25;0,75;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0,5;0;0,5;0;1;0;0;0;0;0;0;0,714285714;0;0,285714286;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0,307692308;0,153846154;0;0;0,307692308;0;0,076923077;0,076923077;0,076923077;0,6;0,4;0;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0;0;0;0;0,25;0,75
Unio crassus;0;0;0;0;0;0;1;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,5;0,166666667;0,333333333;0;0,25;0,75;0;0;0;0;0;0;0;0,75;0;0,25;0;0;0;0,214285714;0,214285714;0,142857143;0;0,214285714;0;0,214285714;0;0;0;0;0,333333333;0,333333333;0;0,333333333;0,125;0,125;0,3125;0,25;0;0;0;0;0,1875;0,285714286;0,428571429;0,285714286;0;0,25;0,75;0;0,333333333;0,5;0,166666667;0;0;0;0;0;0;1
